Student Name,Student ID,Email,Attendance,Average Grade,Behavioral Score,Risk Score,Age,Gender,Scholarship,Debt,Tuition Up To Date,Courses Enrolled,Courses Passed
Student STU0272,STU0272,stu0272@example.com,9.6,25.9,8,95,18,Male,No,Yes,No,3,0
Student STU0273,STU0273,stu0273@example.com,64.3,71.2,8,15,20,Male,No,No,Yes,5,4
Student STU0274,STU0274,stu0274@example.com,64.3,84.4,8,15,25,Female,Yes,No,Yes,5,5
Student STU0275,STU0275,stu0275@example.com,75.5,97.6,8,15,19,Female,Yes,Yes,Yes,7,7
Student STU0276,STU0276,stu0276@example.com,96.4,87.1,8,15,21,Female,No,No,Yes,6,6
Student STU0277,STU0277,stu0277@example.com,75.7,71.6,8,15,23,Female,No,No,Yes,4,4
Student STU0278,STU0278,stu0278@example.com,22.3,37.6,8,95,23,Male,Yes,Yes,Yes,5,2
Student STU0279,STU0279,stu0279@example.com,45.6,39.3,8,95,20,Female,Yes,No,No,3,1
Student STU0280,STU0280,stu0280@example.com,10.9,6.9,8,95,21,Female,Yes,Yes,No,6,2
Student STU0281,STU0281,stu0281@example.com,62.0,93.0,8,15,18,Male,No,Yes,Yes,4,4
Student STU0282,STU0282,stu0282@example.com,66.4,90.1,8,15,24,Male,No,No,Yes,7,7
Student STU0283,STU0283,stu0283@example.com,33.9,36.2,8,95,20,Female,No,Yes,No,5,4
Student STU0284,STU0284,stu0284@example.com,85.7,93.4,8,15,18,Female,Yes,No,Yes,4,3
Student STU0285,STU0285,stu0285@example.com,88.2,84.8,8,15,18,Male,No,No,Yes,6,5
Student STU0286,STU0286,stu0286@example.com,5.7,0.0,8,95,21,Female,Yes,Yes,Yes,4,1
Student STU0287,STU0287,stu0287@example.com,72.6,87.5,8,15,18,Female,No,No,Yes,6,5
Student STU0288,STU0288,stu0288@example.com,79.7,85.9,8,15,19,Female,No,No,Yes,7,6
Student STU0289,STU0289,stu0289@example.com,96.1,73.6,8,15,19,Male,No,No,Yes,7,6
Student STU0290,STU0290,stu0290@example.com,6.5,8.1,8,95,20,Male,No,Yes,No,6,0
Student STU0291,STU0291,stu0291@example.com,71.1,74.7,8,15,24,Male,No,No,Yes,5,5
Student STU0292,STU0292,stu0292@example.com,63.6,78.4,8,15,18,Female,No,No,Yes,6,6
Student STU0293,STU0293,stu0293@example.com,63.2,84.8,8,15,23,Male,Yes,No,Yes,5,5
Student STU0294,STU0294,stu0294@example.com,67.3,62.6,8,15,21,Male,Yes,No,Yes,4,4
Student STU0295,STU0295,stu0295@example.com,99.0,79.0,8,15,19,Male,No,No,No,6,6
Student STU0296,STU0296,stu0296@example.com,80.2,70.8,8,15,22,Male,Yes,No,Yes,5,5
Student STU0297,STU0297,stu0297@example.com,96.9,76.7,8,15,24,Male,Yes,No,Yes,6,5
Student STU0298,STU0298,stu0298@example.com,5.2,31.5,8,95,22,Male,No,Yes,No,4,2
Student STU0299,STU0299,stu0299@example.com,47.4,33.2,8,95,19,Male,No,Yes,Yes,5,3
Student STU0300,STU0300,stu0300@example.com,76.1,84.6,8,15,18,Female,No,No,Yes,6,5
Student STU0301,STU0301,stu0301@example.com,95.8,84.4,8,15,19,Female,Yes,No,Yes,4,4
Student STU0302,STU0302,stu0302@example.com,65.7,67.9,8,15,19,Female,No,No,No,4,4
Student STU0303,STU0303,stu0303@example.com,29.2,16.3,8,95,21,Male,Yes,No,Yes,3,0
Student STU0304,STU0304,stu0304@example.com,99.5,92.9,8,15,21,Male,No,No,Yes,5,4
Student STU0305,STU0305,stu0305@example.com,92.8,86.9,8,15,24,Male,No,No,Yes,5,4
Student STU0306,STU0306,stu0306@example.com,10.2,33.9,8,95,21,Female,No,Yes,Yes,5,4
Student STU0307,STU0307,stu0307@example.com,88.4,93.8,8,15,22,Female,No,Yes,Yes,6,5
Student STU0308,STU0308,stu0308@example.com,85.7,68.5,8,15,20,Male,Yes,No,Yes,6,5
Student STU0309,STU0309,stu0309@example.com,95.0,68.5,8,15,23,Male,No,Yes,Yes,6,5
Student STU0310,STU0310,stu0310@example.com,66.6,88.8,8,15,19,Male,No,No,Yes,7,6
Student STU0311,STU0311,stu0311@example.com,100.0,87.0,8,15,18,Male,Yes,No,Yes,6,6
Student STU0312,STU0312,stu0312@example.com,87.0,69.9,8,15,22,Male,No,No,Yes,5,4
Student STU0313,STU0313,stu0313@example.com,68.6,71.4,8,15,19,Female,No,Yes,Yes,4,3
Student STU0314,STU0314,stu0314@example.com,27.8,21.6,8,95,24,Female,No,No,No,6,5
Student STU0315,STU0315,stu0315@example.com,77.1,75.2,8,15,20,Female,No,No,Yes,5,4
Student STU0316,STU0316,stu0316@example.com,93.4,72.8,8,15,18,Male,No,No,Yes,6,5
Student STU0317,STU0317,stu0317@example.com,65.1,98.6,8,15,22,Female,No,No,Yes,7,6
Student STU0318,STU0318,stu0318@example.com,28.0,18.3,8,95,20,Male,No,Yes,No,5,4
Student STU0319,STU0319,stu0319@example.com,58.2,92.8,8,15,23,Female,No,No,Yes,4,3
Student STU0320,STU0320,stu0320@example.com,73.3,70.1,8,15,22,Male,No,No,Yes,4,4
Student STU0321,STU0321,stu0321@example.com,75.2,89.0,8,15,22,Female,Yes,Yes,Yes,6,5
Student STU0322,STU0322,stu0322@example.com,61.4,66.4,8,15,24,Female,No,No,Yes,5,5
Student STU0323,STU0323,stu0323@example.com,30.6,10.0,8,95,23,Female,No,Yes,No,6,0
Student STU0324,STU0324,stu0324@example.com,38.5,29.5,8,95,21,Female,No,Yes,No,3,2
Student STU0325,STU0325,stu0325@example.com,25.2,13.5,8,95,25,Male,No,Yes,No,5,0
Student STU0326,STU0326,stu0326@example.com,0.0,34.7,8,95,22,Female,Yes,Yes,Yes,6,0
Student STU0327,STU0327,stu0327@example.com,85.2,67.5,8,15,23,Female,No,No,Yes,6,6
Student STU0328,STU0328,stu0328@example.com,71.3,85.9,8,15,18,Female,No,No,Yes,4,4
Student STU0329,STU0329,stu0329@example.com,25.9,21.0,8,95,21,Male,No,No,No,5,3
Student STU0330,STU0330,stu0330@example.com,31.9,46.4,8,95,20,Male,No,Yes,Yes,4,1
Student STU0331,STU0331,stu0331@example.com,74.7,77.2,8,15,21,Female,No,No,Yes,4,4
Student STU0332,STU0332,stu0332@example.com,93.7,93.1,8,15,18,Male,Yes,No,Yes,4,4
Student STU0333,STU0333,stu0333@example.com,75.1,88.7,8,15,23,Female,No,Yes,Yes,5,4
Student STU0334,STU0334,stu0334@example.com,78.5,94.9,8,15,20,Female,Yes,Yes,No,5,4
Student STU0335,STU0335,stu0335@example.com,64.1,66.5,8,15,22,Female,No,No,Yes,4,4
Student STU0336,STU0336,stu0336@example.com,18.9,3.9,8,95,21,Female,Yes,No,No,6,5
Student STU0337,STU0337,stu0337@example.com,60.1,88.3,8,15,22,Male,No,Yes,Yes,6,5
Student STU0338,STU0338,stu0338@example.com,60.9,66.1,8,15,20,Female,Yes,Yes,Yes,4,3
Student STU0339,STU0339,stu0339@example.com,93.7,92.9,8,15,23,Female,No,No,Yes,6,6
Student STU0340,STU0340,stu0340@example.com,5.6,31.1,8,95,21,Male,Yes,No,Yes,5,1
Student STU0341,STU0341,stu0341@example.com,92.8,73.1,8,15,18,Male,No,No,Yes,7,6
Student STU0342,STU0342,stu0342@example.com,15.8,28.8,8,95,25,Male,Yes,Yes,Yes,5,1
Student STU0343,STU0343,stu0343@example.com,40.4,37.9,8,95,23,Male,Yes,Yes,Yes,4,0
Student STU0344,STU0344,stu0344@example.com,72.1,92.0,8,15,25,Female,No,No,Yes,5,4
Student STU0345,STU0345,stu0345@example.com,83.2,74.4,8,15,24,Male,Yes,Yes,Yes,5,4
Student STU0346,STU0346,stu0346@example.com,85.5,72.9,8,15,20,Male,No,No,Yes,7,7
Student STU0347,STU0347,stu0347@example.com,84.9,85.0,8,15,25,Female,No,No,Yes,4,3
Student STU0348,STU0348,stu0348@example.com,81.2,68.3,8,15,18,Male,No,No,Yes,7,6
Student STU0349,STU0349,stu0349@example.com,97.3,68.6,8,15,23,Female,Yes,No,No,7,6
Student STU0350,STU0350,stu0350@example.com,37.3,8.2,8,95,22,Male,No,No,Yes,3,1
Student STU0351,STU0351,stu0351@example.com,79.4,89.7,8,15,22,Female,Yes,Yes,Yes,5,5
Student STU0352,STU0352,stu0352@example.com,81.0,91.8,8,15,22,Female,No,No,Yes,5,4
Student STU0353,STU0353,stu0353@example.com,92.6,74.4,8,15,24,Male,Yes,No,Yes,5,5
Student STU0354,STU0354,stu0354@example.com,53.4,41.4,8,95,24,Female,No,No,No,4,2
Student STU0355,STU0355,stu0355@example.com,96.5,72.3,8,15,18,Male,Yes,No,Yes,4,3
Student STU0356,STU0356,stu0356@example.com,54.4,73.9,8,15,24,Male,No,No,No,4,3
Student STU0357,STU0357,stu0357@example.com,65.6,89.0,8,15,20,Female,No,No,Yes,4,4
Student STU0358,STU0358,stu0358@example.com,20.9,13.1,8,95,25,Female,No,Yes,No,5,0
Student STU0359,STU0359,stu0359@example.com,6.5,21.4,8,95,23,Male,No,Yes,No,5,1
Student STU0360,STU0360,stu0360@example.com,68.4,72.4,8,15,19,Male,No,No,Yes,6,6
Student STU0361,STU0361,stu0361@example.com,36.8,4.5,8,95,25,Male,Yes,Yes,No,6,2
Student STU0362,STU0362,stu0362@example.com,93.8,76.4,8,15,25,Male,Yes,No,Yes,7,7
Student STU0363,STU0363,stu0363@example.com,91.3,74.7,8,15,20,Male,No,No,Yes,5,4
Student STU0364,STU0364,stu0364@example.com,30.6,19.7,8,95,23,Male,No,Yes,No,5,0
Student STU0365,STU0365,stu0365@example.com,16.3,39.7,8,95,19,Female,Yes,Yes,No,5,3
Student STU0366,STU0366,stu0366@example.com,83.8,78.5,8,15,22,Female,No,No,Yes,4,3
Student STU0367,STU0367,stu0367@example.com,93.8,82.0,8,15,19,Female,No,No,Yes,4,4
Student STU0368,STU0368,stu0368@example.com,20.4,16.3,8,95,24,Female,No,No,No,6,1
Student STU0369,STU0369,stu0369@example.com,61.1,75.9,8,15,23,Male,No,No,Yes,4,4
Student STU0370,STU0370,stu0370@example.com,12.9,22.1,8,95,25,Male,Yes,No,Yes,5,2
Student STU0371,STU0371,stu0371@example.com,5.9,8.6,8,95,19,Male,No,No,No,5,3
Student STU0372,STU0372,stu0372@example.com,72.2,81.4,8,15,23,Female,Yes,No,Yes,4,4
Student STU0373,STU0373,stu0373@example.com,92.7,89.6,8,15,24,Male,Yes,No,No,5,4
Student STU0374,STU0374,stu0374@example.com,86.2,66.8,8,15,25,Male,Yes,No,Yes,7,6
Student STU0375,STU0375,stu0375@example.com,29.0,10.2,8,95,22,Female,Yes,Yes,Yes,6,0
Student STU0376,STU0376,stu0376@example.com,11.6,8.5,8,95,18,Female,No,Yes,No,6,3
Student STU0377,STU0377,stu0377@example.com,22.9,37.7,8,95,18,Female,Yes,Yes,Yes,3,1
Student STU0378,STU0378,stu0378@example.com,82.4,57.9,8,15,24,Male,No,Yes,Yes,6,6
Student STU0379,STU0379,stu0379@example.com,96.4,85.9,8,15,20,Male,No,Yes,Yes,4,3
Student STU0380,STU0380,stu0380@example.com,89.1,63.4,8,15,24,Male,Yes,Yes,Yes,4,3
Student STU0381,STU0381,stu0381@example.com,37.0,6.2,8,95,21,Male,No,Yes,Yes,4,0
Student STU0382,STU0382,stu0382@example.com,71.5,88.9,8,15,22,Male,No,No,Yes,4,4
Student STU0383,STU0383,stu0383@example.com,51.0,80.1,8,15,23,Female,Yes,No,Yes,6,5
Student STU0384,STU0384,stu0384@example.com,70.0,75.2,8,15,21,Male,No,No,Yes,7,7
Student STU0385,STU0385,stu0385@example.com,76.5,89.1,8,15,21,Male,Yes,No,Yes,4,3
Student STU0386,STU0386,stu0386@example.com,23.7,30.7,8,95,20,Male,No,Yes,No,5,4
Student STU0387,STU0387,stu0387@example.com,62.5,98.6,8,15,19,Female,Yes,No,Yes,5,5
Student STU0388,STU0388,stu0388@example.com,70.5,76.5,8,15,23,Female,Yes,No,Yes,7,7
Student STU0389,STU0389,stu0389@example.com,98.9,73.4,8,15,20,Male,Yes,No,Yes,7,6
Student STU0390,STU0390,stu0390@example.com,77.0,76.9,8,15,18,Female,Yes,No,Yes,6,5
Student STU0391,STU0391,stu0391@example.com,78.5,78.6,8,15,25,Female,No,Yes,Yes,6,5
Student STU0392,STU0392,stu0392@example.com,38.1,2.8,8,95,18,Male,Yes,No,Yes,6,0
Student STU0393,STU0393,stu0393@example.com,12.9,42.6,8,95,20,Male,Yes,Yes,Yes,3,2
Student STU0394,STU0394,stu0394@example.com,75.8,72.8,8,15,18,Female,No,No,Yes,6,5
Student STU0395,STU0395,stu0395@example.com,95.4,91.0,8,15,22,Female,No,No,Yes,4,3
Student STU0396,STU0396,stu0396@example.com,92.3,98.5,8,15,22,Male,Yes,No,Yes,6,5
Student STU0397,STU0397,stu0397@example.com,32.0,17.5,8,95,24,Female,No,Yes,Yes,4,2
Student STU0398,STU0398,stu0398@example.com,60.0,72.8,8,15,22,Male,No,No,Yes,5,4
Student STU0399,STU0399,stu0399@example.com,29.8,13.2,8,95,25,Male,No,Yes,No,3,1
Student STU0400,STU0400,stu0400@example.com,11.9,8.9,8,95,19,Female,No,No,No,3,2
Student STU0401,STU0401,stu0401@example.com,30.1,0.0,8,95,24,Male,No,Yes,No,3,0
Student STU0402,STU0402,stu0402@example.com,73.9,80.1,8,15,23,Male,No,No,No,5,5
Student STU0403,STU0403,stu0403@example.com,1.9,35.3,8,95,25,Male,Yes,Yes,No,6,3
Student STU0404,STU0404,stu0404@example.com,34.6,7.3,8,95,23,Female,No,No,Yes,3,0
Student STU0405,STU0405,stu0405@example.com,66.6,82.3,8,15,24,Male,Yes,Yes,Yes,4,3
Student STU0406,STU0406,stu0406@example.com,63.9,93.4,8,15,23,Male,No,No,No,4,3
Student STU0407,STU0407,stu0407@example.com,70.1,86.1,8,15,20,Female,No,No,Yes,7,6
Student STU0408,STU0408,stu0408@example.com,40.9,40.6,8,95,25,Male,No,Yes,No,5,3
Student STU0409,STU0409,stu0409@example.com,86.7,86.2,8,15,21,Male,No,No,Yes,4,4
Student STU0410,STU0410,stu0410@example.com,84.5,73.5,8,15,19,Male,No,No,Yes,4,4
Student STU0411,STU0411,stu0411@example.com,94.2,84.4,8,15,18,Male,Yes,No,Yes,7,7
Student STU0412,STU0412,stu0412@example.com,58.7,73.0,8,15,22,Male,Yes,No,Yes,5,4
Student STU0413,STU0413,stu0413@example.com,30.9,30.8,8,95,19,Female,Yes,Yes,No,4,3
Student STU0414,STU0414,stu0414@example.com,75.2,72.4,8,15,22,Male,Yes,No,Yes,4,4
Student STU0415,STU0415,stu0415@example.com,45.4,18.8,8,95,19,Male,No,No,Yes,4,3
Student STU0416,STU0416,stu0416@example.com,86.1,80.4,8,15,23,Male,No,No,Yes,7,7
Student STU0417,STU0417,stu0417@example.com,10.7,38.6,8,95,25,Female,No,No,No,3,1
Student STU0418,STU0418,stu0418@example.com,100.0,64.0,8,15,19,Female,No,No,Yes,7,7
Student STU0419,STU0419,stu0419@example.com,93.2,71.8,8,15,20,Female,No,Yes,Yes,7,6
Student STU0420,STU0420,stu0420@example.com,71.1,95.2,8,15,23,Male,Yes,No,Yes,5,5
Student STU0421,STU0421,stu0421@example.com,28.2,8.1,8,95,21,Female,No,Yes,No,3,2
Student STU0422,STU0422,stu0422@example.com,20.6,5.7,8,95,25,Male,No,Yes,Yes,4,2
Student STU0423,STU0423,stu0423@example.com,0.0,40.6,8,95,18,Female,Yes,Yes,No,3,2
Student STU0424,STU0424,stu0424@example.com,52.2,31.4,8,95,20,Male,No,Yes,No,3,0
Student STU0425,STU0425,stu0425@example.com,85.3,85.8,8,15,21,Male,Yes,No,Yes,7,6
Student STU0426,STU0426,stu0426@example.com,95.7,65.0,8,15,21,Female,Yes,No,No,5,4
Student STU0427,STU0427,stu0427@example.com,67.6,76.3,8,15,22,Male,No,No,Yes,6,6
Student STU0428,STU0428,stu0428@example.com,85.5,74.7,8,15,20,Male,No,No,Yes,4,3
Student STU0429,STU0429,stu0429@example.com,81.7,60.3,8,15,22,Female,No,No,Yes,7,7
Student STU0430,STU0430,stu0430@example.com,36.7,4.5,8,95,24,Male,No,No,No,5,2
Student STU0431,STU0431,stu0431@example.com,68.4,86.8,8,15,19,Male,No,No,Yes,5,5
Student STU0432,STU0432,stu0432@example.com,75.2,67.5,8,15,22,Male,Yes,No,Yes,6,6
Student STU0433,STU0433,stu0433@example.com,15.6,16.0,8,95,23,Female,Yes,Yes,No,6,5
Student STU0434,STU0434,stu0434@example.com,56.2,97.2,8,15,20,Female,Yes,Yes,No,7,7
Student STU0435,STU0435,stu0435@example.com,56.3,97.0,8,15,22,Female,No,No,Yes,6,5
Student STU0436,STU0436,stu0436@example.com,69.7,79.3,8,15,18,Male,Yes,No,Yes,6,6
Student STU0437,STU0437,stu0437@example.com,33.6,25.2,8,95,21,Female,Yes,No,No,5,2
Student STU0438,STU0438,stu0438@example.com,95.8,94.6,8,15,20,Male,No,No,Yes,6,6
Student STU0439,STU0439,stu0439@example.com,24.2,2.7,8,95,24,Male,No,No,No,6,5
Student STU0440,STU0440,stu0440@example.com,2.1,20.8,8,95,19,Male,Yes,Yes,No,5,2
Student STU0441,STU0441,stu0441@example.com,25.1,15.8,8,95,21,Male,Yes,Yes,Yes,4,3
Student STU0442,STU0442,stu0442@example.com,20.5,17.1,8,95,22,Female,No,No,Yes,5,4
Student STU0443,STU0443,stu0443@example.com,63.1,90.1,8,15,24,Male,No,No,Yes,4,3
Student STU0444,STU0444,stu0444@example.com,76.4,83.4,8,15,19,Female,No,No,Yes,4,4
Student STU0445,STU0445,stu0445@example.com,88.2,92.7,8,15,24,Female,Yes,Yes,Yes,5,4
Student STU0446,STU0446,stu0446@example.com,23.3,12.8,8,95,23,Female,No,No,Yes,4,3
Student STU0447,STU0447,stu0447@example.com,25.3,1.1,8,95,18,Male,Yes,No,Yes,5,3
Student STU0448,STU0448,stu0448@example.com,32.2,39.7,8,95,22,Female,No,No,No,4,0
Student STU0449,STU0449,stu0449@example.com,81.9,69.4,8,15,21,Male,Yes,No,Yes,5,4
Student STU0450,STU0450,stu0450@example.com,40.9,15.8,8,95,20,Female,No,Yes,No,6,0
Student STU0451,STU0451,stu0451@example.com,71.0,84.7,8,15,25,Female,Yes,No,Yes,5,5
Student STU0452,STU0452,stu0452@example.com,15.0,22.5,8,95,19,Male,No,Yes,No,3,1
Student STU0453,STU0453,stu0453@example.com,62.1,91.2,8,15,22,Female,Yes,No,Yes,4,3
Student STU0454,STU0454,stu0454@example.com,99.2,90.5,8,15,21,Male,No,No,Yes,4,4
Student STU0455,STU0455,stu0455@example.com,0.9,36.6,8,95,19,Male,No,No,No,6,2
Student STU0456,STU0456,stu0456@example.com,87.0,74.5,8,15,23,Female,No,No,Yes,4,4
Student STU0457,STU0457,stu0457@example.com,75.3,78.3,8,15,21,Male,Yes,No,Yes,6,5
Student STU0458,STU0458,stu0458@example.com,98.7,98.6,8,15,21,Male,Yes,No,Yes,5,4
Student STU0459,STU0459,stu0459@example.com,61.0,78.6,8,15,24,Female,Yes,No,Yes,6,6
Student STU0460,STU0460,stu0460@example.com,10.0,37.4,8,95,18,Male,No,Yes,No,5,3
Student STU0461,STU0461,stu0461@example.com,11.6,27.3,8,95,18,Male,No,No,No,3,0
Student STU0462,STU0462,stu0462@example.com,92.1,60.6,8,15,19,Female,No,No,Yes,5,5
Student STU0463,STU0463,stu0463@example.com,35.4,11.0,8,95,25,Female,No,No,Yes,6,3
Student STU0464,STU0464,stu0464@example.com,80.7,80.3,8,15,22,Female,Yes,No,Yes,6,6
Student STU0465,STU0465,stu0465@example.com,33.9,43.7,8,95,20,Male,No,No,No,4,1
Student STU0466,STU0466,stu0466@example.com,78.4,89.4,8,15,22,Female,No,No,Yes,7,7
Student STU0467,STU0467,stu0467@example.com,38.4,27.4,8,95,24,Male,Yes,No,Yes,5,4
Student STU0468,STU0468,stu0468@example.com,29.8,9.3,8,95,19,Male,Yes,Yes,Yes,3,0
Student STU0469,STU0469,stu0469@example.com,67.1,97.6,8,15,19,Male,No,No,Yes,6,6
Student STU0470,STU0470,stu0470@example.com,88.4,81.5,8,15,22,Female,Yes,Yes,Yes,4,3
Student STU0471,STU0471,stu0471@example.com,95.9,74.6,8,15,22,Male,No,No,Yes,5,5
Student STU0472,STU0472,stu0472@example.com,99.2,84.2,8,15,23,Female,No,No,Yes,7,7
Student STU0473,STU0473,stu0473@example.com,10.7,18.4,8,95,24,Female,No,Yes,No,5,4
Student STU0474,STU0474,stu0474@example.com,13.0,19.9,8,95,25,Female,No,Yes,Yes,4,0
Student STU0475,STU0475,stu0475@example.com,96.5,93.6,8,15,22,Male,No,No,Yes,5,4
Student STU0476,STU0476,stu0476@example.com,36.2,5.7,8,95,19,Female,Yes,Yes,No,6,1
Student STU0477,STU0477,stu0477@example.com,72.9,81.0,8,15,20,Male,No,No,Yes,6,6
Student STU0478,STU0478,stu0478@example.com,81.7,96.4,8,15,25,Male,No,No,Yes,6,6
Student STU0479,STU0479,stu0479@example.com,40.1,35.0,8,95,21,Female,No,Yes,Yes,6,3
Student STU0480,STU0480,stu0480@example.com,17.5,19.5,8,95,25,Male,No,No,Yes,6,5
Student STU0481,STU0481,stu0481@example.com,94.7,84.5,8,15,25,Female,No,Yes,Yes,4,3
Student STU0482,STU0482,stu0482@example.com,88.6,75.6,8,15,20,Male,Yes,No,Yes,5,5
Student STU0483,STU0483,stu0483@example.com,67.7,75.2,8,15,22,Female,No,No,Yes,5,5
Student STU0484,STU0484,stu0484@example.com,87.7,84.5,8,15,20,Female,Yes,No,No,6,6
Student STU0485,STU0485,stu0485@example.com,78.7,97.1,8,15,24,Male,No,No,Yes,7,6
Student STU0486,STU0486,stu0486@example.com,75.8,68.4,8,15,18,Female,No,No,No,7,6
Student STU0487,STU0487,stu0487@example.com,16.8,22.8,8,95,18,Female,No,No,No,4,1
Student STU0488,STU0488,stu0488@example.com,86.6,93.1,8,15,22,Female,Yes,No,Yes,7,7
Student STU0489,STU0489,stu0489@example.com,99.6,75.3,8,15,19,Male,No,No,Yes,7,6
Student STU0490,STU0490,stu0490@example.com,10.1,23.3,8,95,21,Male,Yes,Yes,No,6,1
Student STU0491,STU0491,stu0491@example.com,73.1,87.6,8,15,21,Male,Yes,Yes,Yes,5,5
Student STU0492,STU0492,stu0492@example.com,61.2,82.9,8,15,25,Male,Yes,No,Yes,7,6
Student STU0493,STU0493,stu0493@example.com,6.4,32.6,8,95,25,Male,No,No,No,4,2
Student STU0494,STU0494,stu0494@example.com,75.6,83.6,8,15,25,Male,No,No,Yes,4,4
Student STU0495,STU0495,stu0495@example.com,39.2,1.6,8,95,18,Male,No,Yes,Yes,3,2
Student STU0496,STU0496,stu0496@example.com,78.2,75.1,8,15,21,Male,Yes,No,No,4,3
Student STU0497,STU0497,stu0497@example.com,85.4,74.2,8,15,19,Female,Yes,No,Yes,5,5
Student STU0498,STU0498,stu0498@example.com,9.8,0.0,8,95,18,Female,No,No,No,3,2
Student STU0499,STU0499,stu0499@example.com,92.6,74.0,8,15,24,Male,No,No,Yes,5,5
Student STU0500,STU0500,stu0500@example.com,82.6,79.6,8,15,18,Female,No,Yes,Yes,4,4
